,id,neg,neu,pos,compound,Score,tweet
362,367,0.257,0.743,0.0,-0.7089,1,"""marackaf &8220white_thunduh Aye yall ima tryout for the bowling team frfr&8221 tryouts passed tho"" no theres two more retard"
363,368,0.185,0.476,0.339,0.6369,1,"""maybe6789 Now u got what u want bitch  Enjoy it http//t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend."
364,369,0.0,0.804,0.196,0.5994,2,"""metroadlib colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" Lmao"
365,370,0.0,1.0,0.0,0.0,1,"""michelle_westt Facts ""POONsoaker Only the dudes with hoes say they don't got hoes&8221"" J_Austin12"
366,371,0.215,0.552,0.232,0.0772,1,"""midyWIDEY_ I'm rea start smacking bitches period "" Bluffin at its best"
367,372,0.224,0.669,0.108,-0.6124,1,"""molssyo Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect ("
368,373,0.319,0.681,0.0,-0.8847,1,"""molssyo One of us is on drugs, and its me but you're still wrong &128514 currieburry"" hahahahahahah im a bitch sometimes ("
369,374,0.229,0.355,0.417,0.2782,1,"""morgandaylee I'm feeling pretty fuckin ghetto"" Smh"
370,375,0.0,0.647,0.353,0.6124,2,"""nohands_24 ""20ToLife_ ""nohands_24 ""DejaaLeeann_ B_Coleman2 swears I'm 1 man"" easily"" easily"" behind Austin"" nip?"
371,376,0.448,0.44,0.112,-0.8555,1,"""obey_jrock__ This is a true ride or die bitch &128175 http//t.co/bkwHX83fkW"" what the fuck hahahahah"
372,377,0.0,1.0,0.0,0.0,2,"""oldpicsarchive H.G.Wells and Charlie Chaplin http//t.co/sTiDDHK3WT"" History Photography"
373,378,0.395,0.605,0.0,-0.9022,1,"""ortiz_jaylene All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
374,379,0.244,0.5,0.256,-0.2023,1,"""ozzie_garza white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
375,380,0.312,0.459,0.229,-0.2702,1,"""ozzie_garza white_thunduh I'm so sure bitch"" frfr tf"
376,381,0.0,1.0,0.0,0.0,1,"""poppunksucks Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
377,382,0.091,0.746,0.162,0.4403,1,"""queendulaaa Got a couple bitches saying they know me But I&8217ma let the money talk for me &128526&128076"" AND I'M LIKE... WWYD"
378,383,0.438,0.562,0.0,-0.5994,1,"""realFOES Grudges are for weirdos""and bitches"
379,384,0.0,1.0,0.0,0.0,2,"""rhythmixx_ I told Mariam to but cigarettes for her birthday""

You also called me trash rn"
380,385,0.0,0.571,0.429,0.5803,2,"""riananewman 22EdHam brownies tonight"" what kind??"
381,386,0.407,0.403,0.19,-0.7543,1,"""roLLYuP23 No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
382,387,0.0,0.881,0.119,0.2263,1,"""ronald_iongi Ummmmmm okay http//t.co/4BVLsci5K5"" you got hoes from left to right &128514&128514 do yah thang"
383,388,0.28,0.72,0.0,-0.5423,1,"""royalswagg_ using y=mx+b to find the slope of that ass"""
384,389,0.0,0.694,0.306,0.6486,2,"""rugbysocklad Fit lads Nice gear http//t.co/ThnXX1lC1M"" these scally lads n trainers would get it"
385,390,0.339,0.335,0.326,-0.3182,1,"""rugbysocklad Hell yeah bro http//t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
386,391,0.163,0.326,0.512,0.7579,1,"""rugbysocklad Helping out a mate http//t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
387,392,0.16,0.548,0.292,0.4404,1,"""rugbysocklad Lads being Lads http//t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
388,393,0.176,0.542,0.282,0.0885,1,"""savage_twotone Next year bitches is gonna be like you gotta promise you won't expose me &128514&128514&128557"""
389,394,0.505,0.418,0.077,-0.9231,1,"""scallynikelad &8220sleazytwinks So hot  opcinjen Lick it, bitch http//t.co/JLoUkqDcOM&8221"" fuck yeah. Eat that trainer u dirty fucker"
390,395,0.0,0.864,0.136,0.296,1,"""sierrabernia &8220T2G_CincoKilby Y'all think celebrity pussy different from the locals? &128514&8221 yeah Meghan goods is"""
391,396,0.0,0.863,0.137,0.5859,2,"""sleepy_yongguk ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &128514"" lmaoo"
392,397,0.141,0.602,0.257,0.4404,1,"""sniffsockslad Need these sox http//t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
393,398,0.317,0.475,0.208,-0.4689,1,"""snoleezey801 I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
394,399,0.19,0.6,0.21,0.1027,1,"""socass_ ""00sexilexi00 socass_ yasss""

trys new things with bestfriend""

bitch who do you love"
395,400,0.0,1.0,0.0,0.0,2,"""socass_ Dude remember this wop video? 00sexilexi00 http//t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT"
396,401,0.36,0.64,0.0,-0.7351,1,"""soxandjox Thick raw fuck http//t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
397,402,0.0,0.542,0.458,0.9001,2,"""soxdawg RAWR  skinrubberboi ""My"" sexy French scally. I love him frenchscally http//t.co/5idQ3R5Akz"" sexy scally woof woof"
398,403,0.176,0.676,0.149,-0.1531,1,"""splurgb_ Nothin in life is free.. Some of you bitches need to write that on ya panties""&128557&128514"
399,404,0.155,0.675,0.171,-0.1531,1,"""stephencdo currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
400,405,0.179,0.821,0.0,-0.34,1,"""talibanshawtyy Niggas whole hoes out here cuz"" Couldn't had said it better..&128588"
401,406,0.27,0.73,0.0,-0.8126,1,"""theaveragerocks Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
402,407,0.327,0.673,0.0,-0.8074,1,"""thebravebird YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
403,408,0.287,0.265,0.448,0.6857,1,"""thejudyann annoying bitch that I love http//t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY"
404,409,0.277,0.438,0.285,0.0258,1,"""thotmouths http//t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
405,411,0.485,0.319,0.196,-0.6734,1,"""trestiffer Hi bitch 
No bitch
Bye bitch"" http//t.co/RbcRXMRtQP"
406,412,0.309,0.488,0.203,-0.3182,1,"""trutherbot does he look like a bitch?"" el_capacitor"
407,413,0.0,1.0,0.0,0.0,1,"""whoiscoreyking Chase money &128176 not &128581 hoes &128111 &128175&128175""&58399&58399&58399&58399"
408,414,0.372,0.561,0.066,-0.7906,1,"""whooligan__ can't stand a ""I don't know what I want"" ass nigga &128564"" bitch"
409,415,0.188,0.48,0.332,0.5106,1,"""wiganzlad ""MarkyCrumb ""gmail_shorts I'm on my way http//t.co/MqcZuXlbtT"" love a chav""hot"" sexy scally fucker."
410,416,0.263,0.54,0.197,-0.2444,1,"""witmyRUDEass These newly gay bitches don't kno how shit works"""
411,417,0.232,0.509,0.259,0.1476,1,"""witmyRUDEass When a bitch don't want a real job they just become strippers lol"" lol."
412,418,0.257,0.743,0.0,-0.5859,1,"""wodaeeex3 Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
413,419,0.0,0.92,0.08,0.0772,1,"""wodaeeex3 I Want Snake Bites , MY Industrial Piercin &amp A Tattoo""Dem hoe accessories dea &128064&128064&128056&9749"
414,420,0.0,1.0,0.0,0.0,2,"""worldtraveIs Baby albino &128034 http//t.co/2tYTQJ3fec"" Meeeesh1395"
415,421,0.39,0.61,0.0,-0.3724,1,"""worldwarzee_ these hoes ain't loyal."""
416,422,0.399,0.601,0.0,-0.8074,1,"""xoxoclauudia YASSSSSS, ORDERED CHINESE &128079"" bitch you just ate tacos you fat fuck"
417,423,0.407,0.37,0.222,-0.5423,1,"""z0mbiedance I made that bitch lunch. elizabethbatman"" Bitches love lunch."
418,424,0.404,0.463,0.133,-0.8983,1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change
POLITICAL WHORES http//t.co/ekEPSjWcyU&8221"
419,425,0.355,0.645,0.0,-0.6597,1,"""A pussy a day keeps the devil away"" -DoperThanYola"
420,426,0.322,0.678,0.0,-0.5859,1,"""Ain't that about a bitch""... What does that mean?"
421,427,0.335,0.457,0.208,-0.4468,1,"""All these bitches want a baby, I don't want no children."""
422,428,0.55,0.45,0.0,-0.7269,1,"""And bitch you must be lost"" &128514&128514"
423,429,0.0,0.829,0.171,0.678,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
424,430,0.0,0.783,0.217,0.3612,2,"""Bae"" sounds like such a ghetto word. Use something else"
425,431,0.242,0.758,0.0,-0.8385,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
426,432,0.0,1.0,0.0,0.0,1,"""Bleed out hoe"" -Alexa"
427,433,0.358,0.642,0.0,-0.5994,1,"""Boolin' in the bando wit a few bitches"""
428,434,0.0,0.656,0.344,0.6369,2,"""Brownies for my brownie"" I love this movie. &128517"
429,435,0.414,0.586,0.0,-0.9505,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
430,436,0.394,0.606,0.0,-0.5994,1,"""By the way we do punch bitches."""
431,437,0.216,0.672,0.112,-0.5154,1,"""Caesar is home""  Naewoodster &8220MjaySkillz https//t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&8221&128557&128557"""
432,438,0.0,0.862,0.138,0.34,2,"""Chinese Maverick We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https//t.co/38GZ1jerPS"
433,439,0.275,0.725,0.0,-0.5859,1,"""Dad say hi to my snapchat"" 
Dad ""&9996&65039&9996&65039 duces bitch"" &128514&128514&128553&128553"
434,440,0.183,0.817,0.0,-0.6315,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
435,441,0.295,0.486,0.219,-0.0256,1,"""Don't know no ugly bitches Don't know no broke niggas""--Kevin_Gates"
436,442,0.0,0.784,0.216,0.6705,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp2 are my favorite songs by Weeknd"
437,443,0.264,0.644,0.091,-0.678,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch."""
438,444,0.0,0.846,0.154,0.25,1,"""Don't you ever give my pussy away. You keep it tight, alright?"""
439,445,0.202,0.798,0.0,-0.5859,1,"""Dropped a stack cause bitch I'm ON"".
-1PoloBoy 
Song called ""Dope"".
Download the mixtape here http//t.co/LaCZ1e6TG7"
440,446,0.84,0.16,0.0,-0.8885,1,"""Dumb bitches do dumb things"""
441,447,0.0,0.737,0.263,0.3612,1,"""Eat the pussy like a real nigga hungry"""
442,448,0.0,1.0,0.0,0.0,1,"""Eff it. Let's go after the cripple."" http//t.co/kSaMx1JPfV"
443,449,0.277,0.511,0.212,-0.2263,1,"""Everything look better with a bitch next to it"""
444,450,0.167,0.571,0.262,0.25,1,"""Facto ShaunaSayomi Who cares if you a hoe when your ass looks like this? http//t.co/CJdT987aqf"""
445,451,0.531,0.469,0.0,-0.8807,1,"""For every bad bitch there is a nigga tired of fucking her"""
446,452,0.403,0.336,0.262,-0.2732,1,"""Foreign chick, no lie.. Man that bitch Beautiful"""
447,453,0.125,0.592,0.283,0.5859,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http//t.co/Cgx3HNAK9A"
448,454,0.459,0.541,0.0,-0.8807,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
449,455,0.0,0.905,0.095,0.3182,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http//t.co/lRJWDFhv7T"
450,456,0.487,0.395,0.118,-0.765,1,"""Get me that shit bitch you is fine bear"""
451,457,0.304,0.696,0.0,-0.5423,1,"""Get your ass back to Detroit ya fuckin' wigger"""
452,458,0.209,0.5,0.291,0.3527,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
453,460,0.29,0.534,0.176,-0.3612,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
454,461,0.0,1.0,0.0,0.0,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
455,462,0.352,0.648,0.0,-0.5859,1,"""He a bitch for hitting that hoe"" &128514&128514&128514&128514&128514&128514&128514&128514&128514"
456,463,0.0,0.781,0.219,0.4215,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
457,464,0.365,0.541,0.095,-0.9186,1,"""He wanna be my nigga, but I'm just trinna be his savings account &128553"" &128514&128557&128514&128557 omg imma funny ass bitch man, but that's Real Shit &128175"
458,465,0.0,0.854,0.146,0.6249,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe It's a long line of hoes"" -Grandpa Carl everyone"
459,466,0.185,0.815,0.0,-0.6486,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - shitmybosssays"
460,467,0.0,1.0,0.0,0.0,1,"""Hey pussy you still there?"""
461,468,0.151,0.849,0.0,-0.5994,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http//t.co/sR1zceHx"
462,469,0.388,0.612,0.0,-0.5859,1,"""How hotter than is it?"" ""A bitch."""
463,470,0.0,1.0,0.0,0.0,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
464,471,0.481,0.31,0.209,-0.5423,1,"""How you doing, crazy bitch?"" is hilarious"
465,473,0.286,0.644,0.07,-0.8271,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call""

Like, negro... one of the first things they LOOK at is shoes, dog"
466,474,0.0,0.599,0.401,0.7717,2,"""I am a thrill billy..with a hillbilly heart."" -billyraycyrus. HAHAHAHAHA Jesus Murphy"
467,475,0.432,0.568,0.0,-0.5859,1,"""I call him my bitch"" MaKennaM_"
468,476,0.285,0.639,0.077,-0.7101,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
469,477,0.262,0.738,0.0,-0.5994,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
470,478,0.252,0.748,0.0,-0.5216,1,"""I don't love these hoes, baby It's me and you forever"""
471,479,0.213,0.787,0.0,-0.5859,1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&128514&128557&128514&128514&128514"
472,480,0.0,1.0,0.0,0.0,1,"""I dont have hoes"" &128564"
473,481,0.0,1.0,0.0,0.0,2,"""I found a new way to chug you have to open your mouth alot"" shitallysays"
474,482,0.312,0.58,0.108,-0.7397,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
475,483,0.28,0.627,0.092,-0.7269,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
476,484,0.404,0.596,0.0,-0.7269,1,"""I got a sister, she told me stop calling women bitches.."""
477,485,0.438,0.562,0.0,-0.8316,1,"""I guess this is the night bitches die..."" Stewie is that nigga..."
478,486,0.432,0.568,0.0,-0.9081,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - iamyoungroc FreshRhymes JerkSquad SlowStir"
479,487,0.184,0.816,0.0,-0.7351,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
480,488,0.322,0.678,0.0,-0.5859,1,"""I heard you was looking for Candy Man, bitch"""
481,489,0.241,0.588,0.171,-0.506,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams LetMicahDown"
482,490,0.29,0.611,0.099,-0.5423,1,"""I just got a number 3 I'm a bitch boy"""
483,491,0.301,0.558,0.141,-0.8225,1,"""I know that shit eatin grin You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&128514"
484,492,0.294,0.57,0.136,-0.5584,1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
485,493,0.188,0.495,0.317,0.5994,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
486,494,0.084,0.717,0.199,0.4386,1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
487,495,0.084,0.916,0.0,-0.2732,1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&128514
Name the movie &128514"
488,496,0.0,0.761,0.239,0.6522,1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
489,497,0.181,0.819,0.0,-0.6486,1,"""I went to jail for a flock, &amp came home wit a strike.. You went to jail as a bitch, came home as a dike""- YG"
490,498,0.305,0.695,0.0,-0.8481,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp separate phrases I overheard a relative saying when I was younger."
491,499,0.266,0.559,0.175,-0.3182,1,"""I woke up like thi-"" bitch go back to bed"
492,500,0.275,0.725,0.0,-0.5859,1,"""I would rather you call me bitch than sir"" -my manager"
493,501,0.237,0.763,0.0,-0.2183,1,"""I'll beat on that pussy so hard"""
494,502,0.0,1.0,0.0,0.0,2,"""I'll slit your throat-neck"" http//t.co/ChFFSDeDdd"
495,503,0.246,0.754,0.0,-0.5994,1,"""I'm a funky ass honkey."" - jtimberlake 's shout out to macklemore tonight before ""Cabaret"" &128514 JT2020Tour"
496,504,0.0,1.0,0.0,0.0,1,"""I'm comparing KFC to the pussy"" MaxOn_MaxOff5"
497,505,0.202,0.674,0.123,-0.4019,1,"""I'm downloading you a new personality and ordering you a new face You bitch.. I love you.. Goddamn it"" -Axl Rose yelling at his sex robot"
498,506,0.197,0.605,0.199,-0.2396,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
499,507,0.373,0.49,0.137,-0.5859,1,"""I'm gonna piss on your dimple SoNi99a_ Stop wasting prayers on trash teams lol"""
500,508,0.322,0.678,0.0,-0.5859,1,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
501,509,0.493,0.507,0.0,-0.9477,1,"""I'm sick of his shit man JonnieSantana Sit his bitch ass, I'm fed up bro  ""80sbaby4life Geno threw yet another pick smh"""""
502,510,0.385,0.615,0.0,-0.6428,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" KingL"
503,511,0.775,0.225,0.0,-0.7845,1,"""IBS"" irritable bitch syndrome."
504,513,0.279,0.508,0.213,-0.0772,1,"""If you love her then hide yo bitch so you'll keep shorty.""
wizkhalifa"
505,514,0.0,0.864,0.136,0.2235,1,"""If you talk back to me you ain't getting no pussy.""
Me http//t.co/vgnwcFgvSJ"
506,515,0.289,0.711,0.0,-0.8074,1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
507,516,0.29,0.635,0.075,-0.7506,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha 50centmovie beforeiselfdestruct"
508,517,0.292,0.708,0.0,-0.5106,1,"""In My Mind""
Gotta be the dumb hoe anthem..."
509,518,0.0,1.0,0.0,0.0,2,"""Is that an albino Mexican?""
""No dad, he's Asian."""
510,519,0.217,0.535,0.248,0.0,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. ThankYouPaulForConfirmingLarry"
511,520,0.404,0.596,0.0,-0.9388,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp blind bitch. We know ur husband cheated on u. Ramona is dumb"
512,521,0.322,0.678,0.0,-0.5859,1,"""It's never too late to tag a bitch.""- CyFyre"
513,522,0.0,1.0,0.0,0.0,1,"""It's the dykes"" -hunter dyke with a dyke http//t.co/LGtw3AWMeh"
514,523,0.0,1.0,0.0,0.0,1,"""Julia Roberts, you're a ho"" LaurenGardner8 NottingHill"
515,524,0.0,1.0,0.0,0.0,2,"""Just follow the yellow brick twitter."""
516,525,0.0,0.755,0.245,0.6369,1,"""LMFAOOOOOOOOOOOOOOOOOO bb_brooks If your pussy is good but my mama don&8217t like you? Guess who gotta go&8230&8230&8230..my mama."""
517,526,0.102,0.611,0.287,0.5622,2,"""LOL, cripple"" - Wendy Davis.  MailOnline Scientists create remote-controlled chick to study shy penguins http//t.co/mT3B09Slod"
518,527,0.0,1.0,0.0,0.0,1,"""Let's do nips ahoy and spank me maybe"""
519,528,0.469,0.322,0.209,-0.7691,0,"""Let's kill cracker babies"". WTF did I just hear???????? WOW."
520,529,0.367,0.546,0.087,-0.7684,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
521,530,0.0,0.584,0.416,0.7506,1,"""Lmao BlackBeauty515 &128514&128514  80sbaby4life Pound cake look like pussy &128514 http//t.co/UFYwCC9xCI"""
522,531,0.329,0.495,0.176,-0.5267,1,"""Lmao SWILLA_LO The d.rose adidas are lighter than my phone .... Shit is retarded"""
523,532,0.13,0.87,0.0,-0.5994,2,"""Mam, Ren&233e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt hoe leg ik die weer uit."
524,533,0.227,0.663,0.109,-0.577,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &128514&128514&128514"
525,534,0.08,0.692,0.228,0.5106,2,"""Mine plays DMX and kirk Franklin smh _justcallmeBRIT Well my neighbors are ghetto . They get up at like 5am and beat their kids."""
526,535,0.215,0.785,0.0,-0.8126,0,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife"" &128563"
527,536,0.245,0.755,0.0,-0.7579,1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch"""
528,537,0.114,0.886,0.0,-0.1695,1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&128514"
529,538,0.092,0.717,0.191,0.2263,1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
530,539,0.303,0.623,0.074,-0.7717,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
531,540,0.373,0.627,0.0,-0.8591,0,"""Nah its You NoMeek_JustMilz &128514&128514&128514&128514 yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http//t.co/5e2fkQ3Q2T"
532,541,0.167,0.396,0.437,0.7297,1,"""New Flame"" the song of the yr lol that bitch SUPER run like"
533,542,0.527,0.418,0.054,-0.9062,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&8230."""
534,543,0.286,0.714,0.0,-0.34,1,"""Niggas be pressed for pussy, Eeeeeen nothin"""
535,544,0.494,0.506,0.0,-0.5994,1,"""No bitches "" - nan"
536,545,0.0,0.536,0.464,0.6369,1,"""No boats and hoes please thanks"" - Mom"
537,546,0.0,1.0,0.0,0.0,2,"""OVO"" &8220Allthingsfresh3 &amp kendrick lamar still trash&8221"
538,547,0.319,0.619,0.062,-0.7548,1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - TallTrappin88 RIPTALLT"
539,548,0.0,0.873,0.127,0.4939,2,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game."
540,549,0.0,1.0,0.0,0.0,0,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488"
541,550,0.262,0.549,0.19,-0.5719,1,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
542,551,0.0,0.755,0.245,0.6369,1,""" it for me. Please and thanks BmorePocahontas Did a pierced pussy just come across my timeline &128528"""
543,552,0.275,0.725,0.0,-0.5859,1,"""Remy Machiavelli send shots to ya belly"" &128553 my bitch &9994"
544,553,0.419,0.581,0.0,-0.5574,1,"""Roberto you are one nasty hoe"""
545,554,0.205,0.735,0.06,-0.6515,1,"""SORRY JB FAN&65292REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch"
546,555,0.079,0.921,0.0,-0.2023,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land"
547,556,0.217,0.556,0.228,-0.2023,1,"""Selling my soul for material wishes fast cars and bitches"" Tupac smile remix"
548,557,0.353,0.647,0.0,-0.7184,1,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
549,558,0.0,0.83,0.17,0.4717,1,"""Shall I compare thee to a summer&8217s day? No, a summer&8217s day is not a bitch."""
550,559,0.0,1.0,0.0,0.0,1,"""She gotta shape up her pussy lips tho PostPrettyPussy Whole wheat organic pussy http//t.co/kq0R0A7z2g"""
551,560,0.0,1.0,0.0,0.0,1,"""She said wigga man you rich...take the du-rag off"" http//t.co/jb7J3zSbam"
552,561,0.487,0.513,0.0,-0.5859,1,"""She was a bitch anyway"""
553,562,0.0,1.0,0.0,0.0,1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &128514&128514&128514&128514&128514&128514&128514&128514&128514&128514&128514&128514&128553&128514&128514&128514&128514&128514&128514&128514&128514&128514"
554,563,0.361,0.495,0.144,-0.6597,1,"""Slow the fuck down, bitch, I know where you live""

Classy young lady."
555,564,0.0,0.649,0.351,0.6597,1,"""So he's a good football player...but he still acts like a nig"""
556,565,0.12,0.652,0.228,0.4588,1,"""Stop being a pussy, son, and shove that needle into your own heart"" afterearth"
557,566,0.371,0.629,0.0,-0.6486,1,"""Stop looking us and go eat some pussy, you yuppie fucks."""
558,567,0.232,0.691,0.077,-0.5859,1,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" xErnee18"
559,568,0.0,1.0,0.0,0.0,1,"""That ain't bro moves, that's hoe moves"""
560,569,0.111,0.572,0.316,0.7269,1,"""That girl is plain looking borderline ugly &amp chunky"". Hey at least she's got a nice smile &amp a great personality."
561,570,0.337,0.463,0.2,-0.6615,2,"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted"""
562,571,0.0,0.722,0.278,0.4019,2,"""The water isn't yellow, I'm a healthy student"""
563,572,0.46,0.54,0.0,-0.3724,1,"""These hoes ain't loyal"""
564,573,0.0,1.0,0.0,0.0,1,"""These hoes keep callin but I ain't pickin up""&127926&127926"
565,574,0.456,0.544,0.0,-0.7717,0,"""These sour apple bitter bitches, I'm not fuckin wit em"""
566,575,0.538,0.462,0.0,-0.8885,1,"""They Faggots JonnieSantana Orioles petty as fuck...got swept up outta this bitch"""
567,576,0.304,0.696,0.0,-0.5423,1,"""They have some ghetto ass bands""  gets snuck &128514&128514&128514&128514"
568,577,0.219,0.593,0.188,-0.1613,2,"""They have to. That division is trash NoMeek_JustMilz Saints gon win the NFC South...watch"""
569,578,0.354,0.646,0.0,-0.886,1,"""This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&8230 http//t.co/sNRY6A7VYB"
570,579,0.0,1.0,0.0,0.0,1,"""This is for my ghetto motherfuckers"" -Missy Elliott"
571,580,0.18,0.82,0.0,-0.6808,2,"""This recipe calls for a leftover brownie. What the hell is a LEFTOVER brownie? That's just a brownie you haven't eaten yet.""-EricaNadine26"
572,581,0.457,0.543,0.0,-0.9528,1,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
573,582,0.342,0.36,0.297,-0.128,1,"""Trust noneeee, bitch I don't """
574,583,0.388,0.612,0.0,-0.5859,1,"""Twitter is twitter"" bitch twitter is life"
